title,price,house_area,land_area,location,date_posted
Дом 56 м² на участке 15 сот.,3 990 000 ₽,56 м²,15 сот.,"с. Подлесная СлободаНоворязанское шоссе, 111 км",24 октября 2023
"Дом 118,7 м² на участке 6,8 сот.",14 500 000 ₽,"118,7 м²","6,8 сот.","д. КривцовоПятницкое шоссе, 44 км",31 мая 09:44
"Дом 130 м² на участке 5,5 сот.",11 000 000 ₽,130 м²,"5,5 сот.","д. Никулино, коттеджный пос. НикулиноВаршавское шоссе, 28 км",2 недели назад
Дом 242 м² на участке 7 сот.,35 300 000 ₽,242 м²,7 сот.,"д. ОсоргиноБоровское шоссе, 14 км",1 августа 19:33
Дом 180 м² на участке 9 сот.,15 800 000 ₽,180 м²,9 сот.,"с. БратовщинаЯрославское шоссе, 21 км",2 недели назад
Коттедж 180 м² на участке 8 сот.,25 500 000 ₽,180 м²,8 сот.,"с. ЯмкиноЩёлковское шоссе, 37 км",30 июня 23:39
Дом 180 м² на участке 10 сот.,7 500 000 ₽,180 м²,10 сот.,"коттеджный пос. Москва рекаНоворязанское шоссе, 48 км",4 апреля 13:27
"Дом 195 м² на участке 33,4 сот.",26 500 000 ₽,195 м²,"33,4 сот.","д. Ходаево,коттеджный пос. Лесной РучейСимферопольское шоссе, 42 км",Вчера
Дом 120 м² на участке 6 сот.,7 200 000 ₽,120 м²,6 сот.,"дп. ФилиппиныСимферопольское шоссе, 54 км",17 мая 18:16
"Дом 166 м² на участке 7,9 сот.",21 000 000 ₽,166 м²,"7,9 сот.","КП Старокупавинский кварталГорьковское шоссе, 24 км",7 дней назад
"Дача 68,8 м² на участке 6 сот.",3 500 000 ₽,"68,8 м²",6 сот.,"СНТ НефтехимикНоворязанское шоссе, 121 км",6 августа 10:00
Дом 120 м² на участке 4 сот.,5 945 000 ₽,120 м²,4 сот.,"д. МавриноКалужское шоссе, 37 км",28 июня 10:21
Дом 900 м² на участке 24 сот.,370 000 000 ₽,900 м²,24 сот.,"с. Успенское, коттеджный пос. Успенские УсадьбыРублёво-Успенское шоссе, 21 км",10 марта 14:21
Дом 105 м² на участке 7 сот.,19 685 700 ₽,105 м²,7 сот.,"МытищиЯрославское шоссе, 5 км",30 июля 18:54
"Дом 97 м² на участке 19,4 сот.",4 380 000 ₽,97 м²,"19,4 сот.","д. БочевиноЕгорьевское шоссе, 62 км",31 июля 21:33
"Дача 67,8 м² на участке 6,4 сот.",3 200 000 ₽,"67,8 м²","6,4 сот.","СНТ ПарусНовокаширское шоссе, 48 км",7 дней назад
"Дом 108 м² на участке 5,5 сот.",6 990 000 ₽,108 м²,"5,5 сот.","д. ЕсиноНосовихинское шоссе, 33 км",22 февраля 22:01
Дача 72 м² на участке 12 сот.,1 200 000 ₽,72 м²,12 сот.,"СНТ Физик-2Новорязанское шоссе, 119 км",19 мая 17:14
Дом 100 м² на участке 5 сот.,12 000 000 ₽,100 м²,5 сот.,"КоролёвЯрославское шоссе, 12 км",23 марта 11:32
Дом 118 м² на участке 8 сот.,10 000 000 ₽,118 м²,8 сот.,"ДомодедовоНовокаширское шоссе, 39 км",20 июля 2023
"Дача 40 м² на участке 5,3 сот.",1 050 000 ₽,40 м²,"5,3 сот.","СНТ МеланжистЕгорьевское шоссе, 69 км",4 августа 17:36
Дом 117 м² на участке 7 сот.,7 190 000 ₽,117 м²,7 сот.,"д. ПоповкаСимферопольское шоссе, 55 км",2 июня 11:47
"Дом 664 м² на участке 12,5 сот.",20 000 000 ₽,664 м²,"12,5 сот.","ИстраВолоколамское шоссе, 34 км",4 августа 18:47
Дом 62 м² на участке 5 сот.,4 890 000 ₽,62 м²,5 сот.,"д. ТрошковоЕгорьевское шоссе, 37 км",7 дней назад
Дом 300 м² на участке 6 сот.,99 900 000 ₽,300 м²,6 сот.,"д. ПокровскоеВолоколамское шоссе, 25 км",6 августа 11:44
Дом 100 м² на участке 40 сот.,6 500 000 ₽,100 м²,40 сот.,"д. КукшевоЕгорьевское шоссе, 80 км",5 июня 13:31
Коттедж 222 м² на участке 13 сот.,19 790 000 ₽,222 м²,13 сот.,КП Тишково берегЯрославское шоссе,2 часа назад
"Дом 154,4 м² на участке 8 сот.",8 800 000 ₽,"154,4 м²",8 сот.,"дп. ФестивальЕгорьевское шоссе, 43 км",2 июня 18:34
Дом 120 м² на участке 12 сот.,8 500 000 ₽,120 м²,12 сот.,"садоводческое некоммерческое товарищество ВетеранКалужское шоссе, 38 км",7 августа 16:13
"Дом 100,4 м² на участке 12,6 сот.",2 900 000 ₽,"100,4 м²","12,6 сот.","д. ЛитвиновоНоворижское шоссе, 78 км",5 июня 17:07
"Дом 50 м² на участке 4,4 сот.",3 400 000 ₽,50 м²,"4,4 сот.","дп. Светлый БерегРязанское шоссе, 52 км",21 апреля 17:35
"Дом 93,7 м² на участке 10,3 сот.",3 900 000 ₽,"93,7 м²","10,3 сот.","СНТ ПолётМинское шоссе, 53 км",29 июля 11:48
Дом 107 м² на участке 12 сот.,6 920 000 ₽,107 м²,12 сот.,"коттеджный пос. Лисицыны ЛужкиЕгорьевское шоссе, 41 км",6 мая 17:26
"Дом 50,6 м² на участке 4,2 сот.",3 200 000 ₽,"50,6 м²","4,2 сот.","некоммерческое партнёрство ОдуванчикЕгорьевское шоссе, 43 км",27 марта 20:27
"Дом 126,3 м² на участке 9 сот.",6 100 000 ₽,"126,3 м²",9 сот.,"СТ ВетеранЯрославское шоссе, 76 км",9 апреля 14:40
"Дом 130 м² на участке 5,5 сот.",11 000 000 ₽,130 м²,"5,5 сот.","д. Никулино, коттеджный пос. НикулиноВаршавское шоссе, 28 км",2 недели назад
"Коттедж 400 м² на участке 1,5 га",146 064 000 ₽,400 м²,Не указана,"ВолоколамскНоворижское шоссе, 91 км",23 апреля 15:33
"Дача 69,9 м² на участке 6,3 сот.",1 990 000 ₽,"69,9 м²","6,3 сот.","садовое товарищество Омхово-2Минское шоссе, 90 км",2 июня 12:36
Дом 56 м² на участке 15 сот.,3 990 000 ₽,56 м²,15 сот.,"с. Подлесная СлободаНоворязанское шоссе, 111 км",24 октября 2023
"Коттедж 160 м² на участке 6,8 сот.",8 000 000 ₽,160 м²,"6,8 сот.","КП Литвиново паркФряновское шоссе, 29 км",1 мая 20:56
"Дом 118,7 м² на участке 6,8 сот.",14 500 000 ₽,"118,7 м²","6,8 сот.","д. КривцовоПятницкое шоссе, 44 км",31 мая 09:44
Дом 180 м² на участке 9 сот.,15 800 000 ₽,180 м²,9 сот.,"с. БратовщинаЯрославское шоссе, 21 км",2 недели назад
Коттедж 180 м² на участке 8 сот.,25 500 000 ₽,180 м²,8 сот.,"с. ЯмкиноЩёлковское шоссе, 37 км",30 июня 23:39
Дом 85 м² на участке 6 сот.,2 900 000 ₽,85 м²,6 сот.,"СНТСН Фаустово-1Егорьевское шоссе, 48 км",7 дней назад
"Дом 195 м² на участке 33,4 сот.",26 500 000 ₽,195 м²,"33,4 сот.","д. Ходаево,коттеджный пос. Лесной РучейСимферопольское шоссе, 42 км",Вчера
"Дом 240,5 м² на участке 9 сот.",36 100 000 ₽,"240,5 м²",9 сот.,"с. ДубкиМожайское шоссе, 13 км",3 августа 22:55
Дом 120 м² на участке 6 сот.,7 200 000 ₽,120 м²,6 сот.,"дп. ФилиппиныСимферопольское шоссе, 54 км",17 мая 18:16
Дом 130 м² на участке 12 сот.,5 980 000 ₽,130 м²,12 сот.,"СНТ БулгаковоНосовихинское шоссе, 27 км",29 мая 2024
"Дом 166 м² на участке 7,9 сот.",21 000 000 ₽,166 м²,"7,9 сот.","КП Старокупавинский кварталГорьковское шоссе, 24 км",7 дней назад
"Дом 120 м² на участке 4,5 сот.",4 545 000 ₽,120 м²,"4,5 сот.","с. КаменскоеКиевское шоссе, 57 км",1 неделю назад
Дача 80 м² на участке 10 сот.,1 500 000 ₽,80 м²,10 сот.,"СНТ АгатНоворязанское шоссе, 96 км",30 июля 12:29
Дом 120 м² на участке 4 сот.,5 945 000 ₽,120 м²,4 сот.,"д. МавриноКалужское шоссе, 37 км",28 июня 10:21
Дом 125 м² на участке 6 сот.,7 445 000 ₽,125 м²,6 сот.,"д. ЛыткиноПятницкое шоссе, 31 км",3 дня назад
"Дом 120 м² на участке 6,2 сот.",12 550 000 ₽,120 м²,"6,2 сот.","СНТ РефлексНосовихинское шоссе, 24 км",4 августа 12:12
"Дом 85 м² на участке 4,5 сот.",4 745 000 ₽,85 м²,"4,5 сот.","д. БалабановоДмитровское шоссе, 31 км",6 февраля 13:31
Дом 160 м² на участке 8 сот.,14 800 000 ₽,160 м²,8 сот.,"СелятиноКиевское шоссе, 36 км",4 июля 22:33
"Дом 63,3 м² на участке 8 сот.",3 300 000 ₽,"63,3 м²",8 сот.,"СНТ Медик-2Симферопольское шоссе, 50 км",25 февраля 18:16
"Коттедж 254 м² на участке 6,4 сот.",24 500 000 ₽,254 м²,"6,4 сот.","д. РоманцевоКалужское шоссе, 27 км",2 июля 19:06
"Дом 135 м² на участке 7,5 сот.",8 200 000 ₽,135 м²,"7,5 сот.","с. ПешковоСимферопольское шоссе, 52 км",7 марта 18:19
"Дом 190 м² на участке 10,3 сот.",16 500 000 ₽,190 м²,"10,3 сот.","КП Новая ЕвропаРязанское шоссе, 26 км",8 часов назад
Дом 105 м² на участке 6 сот.,14 500 000 ₽,105 м²,6 сот.,"АпрелевкаКиевское шоссе, 27 км",9 июня 14:41
Дом 160 м² на участке 6 сот.,15 689 000 ₽,160 м²,6 сот.,"Домодедово, коттеджный пос. Кузьминское ПаркНовокаширское шоссе, 38 км",9 октября 2024
"Дача 67,8 м² на участке 6,4 сот.",3 200 000 ₽,"67,8 м²","6,4 сот.","СНТ ПарусНовокаширское шоссе, 48 км",7 дней назад
"Дом 136 м² на участке 7,5 сот.",12 400 000 ₽,136 м²,"7,5 сот.","ДомодедовоНовокаширское шоссе, 17 км",9 декабря 2024
"Дом 107,1 м² на участке 6 сот.",9 000 000 ₽,"107,1 м²",6 сот.,"д. ЕремеевоПятницкое шоссе, 26 км",13 июля 10:36
Дача 72 м² на участке 12 сот.,1 200 000 ₽,72 м²,12 сот.,"СНТ Физик-2Новорязанское шоссе, 119 км",19 мая 17:14
Дом 118 м² на участке 8 сот.,10 000 000 ₽,118 м²,8 сот.,"ДомодедовоНовокаширское шоссе, 39 км",20 июля 2023
"Дача 40 м² на участке 5,3 сот.",1 050 000 ₽,40 м²,"5,3 сот.","СНТ МеланжистЕгорьевское шоссе, 69 км",4 августа 17:36
Дом 117 м² на участке 7 сот.,7 190 000 ₽,117 м²,7 сот.,"д. ПоповкаСимферопольское шоссе, 55 км",2 июня 11:47
"Дом 664 м² на участке 12,5 сот.",20 000 000 ₽,664 м²,"12,5 сот.","ИстраВолоколамское шоссе, 34 км",4 августа 18:47
"Дом 143 м² на участке 10,5 сот.",6 990 000 ₽,143 м²,"10,5 сот.","д. НижневасильевскоеВолоколамское шоссе, 56 км",7 июля 18:03
Дом 200 м² на участке 6 сот.,19 500 000 ₽,200 м²,6 сот.,"КП Морозовская слободаЛенинградское шоссе, 25 км",31 мая 07:41
Дом 167 м² на участке 6 сот.,16 000 000 ₽,167 м²,6 сот.,"д. Соколово, КП Ново-СоколовоЩёлковское шоссе, 39 км",8 августа 15:41
Дом 100 м² на участке 40 сот.,6 500 000 ₽,100 м²,40 сот.,"д. КукшевоЕгорьевское шоссе, 80 км",5 июня 13:31
Коттедж 222 м² на участке 13 сот.,19 790 000 ₽,222 м²,13 сот.,КП Тишково берегЯрославское шоссе,2 часа назад
"Дом 154,4 м² на участке 8 сот.",8 800 000 ₽,"154,4 м²",8 сот.,"дп. ФестивальЕгорьевское шоссе, 43 км",2 июня 18:34
Дом 120 м² на участке 12 сот.,8 500 000 ₽,120 м²,12 сот.,"садоводческое некоммерческое товарищество ВетеранКалужское шоссе, 38 км",7 августа 16:13
"Дом 100,4 м² на участке 12,6 сот.",2 900 000 ₽,"100,4 м²","12,6 сот.","д. ЛитвиновоНоворижское шоссе, 78 км",5 июня 17:07
"Дом 50 м² на участке 4,4 сот.",3 400 000 ₽,50 м²,"4,4 сот.","дп. Светлый БерегРязанское шоссе, 52 км",21 апреля 17:35
Дом 107 м² на участке 12 сот.,6 920 000 ₽,107 м²,12 сот.,"коттеджный пос. Лисицыны ЛужкиЕгорьевское шоссе, 41 км",6 мая 17:26
"Дача 60 м² на участке 10,3 сот.",3 499 000 ₽,60 м²,"10,3 сот.","садоводческое некоммерческое товарищество КоммунарКиевское шоссе, 55 км",12 июня 11:36
"Дом 50,6 м² на участке 4,2 сот.",3 200 000 ₽,"50,6 м²","4,2 сот.","некоммерческое партнёрство ОдуванчикЕгорьевское шоссе, 43 км",27 марта 20:27
"Дом 126,3 м² на участке 9 сот.",6 100 000 ₽,"126,3 м²",9 сот.,"СТ ВетеранЯрославское шоссе, 76 км",9 апреля 14:40
"Коттедж 400 м² на участке 1,5 га",146 064 000 ₽,400 м²,Не указана,"ВолоколамскНоворижское шоссе, 91 км",23 апреля 15:33
"Дача 69,9 м² на участке 6,3 сот.",1 990 000 ₽,"69,9 м²","6,3 сот.","садовое товарищество Омхово-2Минское шоссе, 90 км",2 июня 12:36
Дом 56 м² на участке 15 сот.,3 990 000 ₽,56 м²,15 сот.,"с. Подлесная СлободаНоворязанское шоссе, 111 км",24 октября 2023
"Дом 118,7 м² на участке 6,8 сот.",14 500 000 ₽,"118,7 м²","6,8 сот.","д. КривцовоПятницкое шоссе, 44 км",31 мая 09:44
"Дом 130 м² на участке 5,5 сот.",11 000 000 ₽,130 м²,"5,5 сот.","д. Никулино, коттеджный пос. НикулиноВаршавское шоссе, 28 км",2 недели назад
Дом 180 м² на участке 9 сот.,15 800 000 ₽,180 м²,9 сот.,"с. БратовщинаЯрославское шоссе, 21 км",2 недели назад
Коттедж 180 м² на участке 8 сот.,25 500 000 ₽,180 м²,8 сот.,"с. ЯмкиноЩёлковское шоссе, 37 км",30 июня 23:39
Дом 180 м² на участке 10 сот.,7 500 000 ₽,180 м²,10 сот.,"коттеджный пос. Москва рекаНоворязанское шоссе, 48 км",4 апреля 13:27
"Дом 195 м² на участке 33,4 сот.",26 500 000 ₽,195 м²,"33,4 сот.","д. Ходаево,коттеджный пос. Лесной РучейСимферопольское шоссе, 42 км",Вчера
Дом 120 м² на участке 6 сот.,7 200 000 ₽,120 м²,6 сот.,"дп. ФилиппиныСимферопольское шоссе, 54 км",17 мая 18:16
"Дом 166 м² на участке 7,9 сот.",21 000 000 ₽,166 м²,"7,9 сот.","КП Старокупавинский кварталГорьковское шоссе, 24 км",7 дней назад
"Дача 68,8 м² на участке 6 сот.",3 500 000 ₽,"68,8 м²",6 сот.,"СНТ НефтехимикНоворязанское шоссе, 121 км",6 августа 10:00
Дом 120 м² на участке 4 сот.,5 945 000 ₽,120 м²,4 сот.,"д. МавриноКалужское шоссе, 37 км",28 июня 10:21
"Дом 240,5 м² на участке 9 сот.",36 100 000 ₽,"240,5 м²",9 сот.,"с. ДубкиМожайское шоссе, 13 км",3 августа 22:55
Коттедж 148 м² на участке 5 сот.,23 990 000 ₽,148 м²,5 сот.,"КП Лосиный парк-2Щёлковское шоссе, 11 км",2 недели назад
"Дом 120 м² на участке 6,2 сот.",12 550 000 ₽,120 м²,"6,2 сот.","СНТ РефлексНосовихинское шоссе, 24 км",4 августа 12:12
Дача 20 м² на участке 7 сот.,870 000 ₽,20 м²,7 сот.,"СНТ ИвушкаНосовихинское шоссе, 31 км",5 июня 20:13
"Дом 85 м² на участке 4,5 сот.",4 745 000 ₽,85 м²,"4,5 сот.","д. БалабановоДмитровское шоссе, 31 км",6 февраля 13:31
Дом 160 м² на участке 8 сот.,14 800 000 ₽,160 м²,8 сот.,"СелятиноКиевское шоссе, 36 км",4 июля 22:33
"Дом 63,3 м² на участке 8 сот.",3 300 000 ₽,"63,3 м²",8 сот.,"СНТ Медик-2Симферопольское шоссе, 50 км",25 февраля 18:16
"Дом 135 м² на участке 7,5 сот.",8 200 000 ₽,135 м²,"7,5 сот.","с. ПешковоСимферопольское шоссе, 52 км",7 марта 18:19
"Дом 190 м² на участке 10,3 сот.",16 500 000 ₽,190 м²,"10,3 сот.","КП Новая ЕвропаРязанское шоссе, 26 км",8 часов назад
Дача 50 м² на участке 6 сот.,1 500 000 ₽,50 м²,6 сот.,"СНТ СтанкоагрегатНосовихинское шоссе, 32 км",22 апреля 15:13
Дом 160 м² на участке 6 сот.,15 689 000 ₽,160 м²,6 сот.,"Домодедово, коттеджный пос. Кузьминское ПаркНовокаширское шоссе, 38 км",9 октября 2024
Дом 125 м² на участке 6 сот.,7 445 000 ₽,125 м²,6 сот.,"д. ЛыткиноПятницкое шоссе, 31 км",3 дня назад
Дом 95 м² на участке 5 сот.,3 745 000 ₽,95 м²,5 сот.,"д. НовгородовоСимферопольское шоссе, 49 км",27 июля 10:01
Дача 120 м² на участке 16 сот.,3 200 000 ₽,120 м²,16 сот.,"ДНП Дубининские дачиЯрославское шоссе, 63 км",4 июля 10:13
Дом 80 м² на участке 6 сот.,3 600 000 ₽,80 м²,6 сот.,"садовое товарищество ВетеранГорьковское шоссе, 52 км",29 июля 16:08
Дом 150 м² на участке 10 сот.,7 400 000 ₽,150 м²,10 сот.,"коттеджный пос. НикольскоеКиевское шоссе, 66 км",6 декабря 2024
Дом 56 м² на участке 15 сот.,3 990 000 ₽,56 м²,15 сот.,"с. Подлесная СлободаНоворязанское шоссе, 111 км",24 октября 2023
"Коттедж 160 м² на участке 6,8 сот.",8 000 000 ₽,160 м²,"6,8 сот.","КП Литвиново паркФряновское шоссе, 29 км",1 мая 20:56
"Дом 118,7 м² на участке 6,8 сот.",14 500 000 ₽,"118,7 м²","6,8 сот.","д. КривцовоПятницкое шоссе, 44 км",31 мая 09:44
Дом 180 м² на участке 9 сот.,15 800 000 ₽,180 м²,9 сот.,"с. БратовщинаЯрославское шоссе, 21 км",2 недели назад
Коттедж 180 м² на участке 8 сот.,25 500 000 ₽,180 м²,8 сот.,"с. ЯмкиноЩёлковское шоссе, 37 км",30 июня 23:39
Дом 85 м² на участке 6 сот.,2 900 000 ₽,85 м²,6 сот.,"СНТСН Фаустово-1Егорьевское шоссе, 48 км",7 дней назад
"Дом 195 м² на участке 33,4 сот.",26 500 000 ₽,195 м²,"33,4 сот.","д. Ходаево,коттеджный пос. Лесной РучейСимферопольское шоссе, 42 км",Вчера
"Дом 240,5 м² на участке 9 сот.",36 100 000 ₽,"240,5 м²",9 сот.,"с. ДубкиМожайское шоссе, 13 км",3 августа 22:55
Дом 120 м² на участке 6 сот.,7 200 000 ₽,120 м²,6 сот.,"дп. ФилиппиныСимферопольское шоссе, 54 км",17 мая 18:16
Дом 130 м² на участке 12 сот.,5 980 000 ₽,130 м²,12 сот.,"СНТ БулгаковоНосовихинское шоссе, 27 км",29 мая 2024
"Дом 166 м² на участке 7,9 сот.",21 000 000 ₽,166 м²,"7,9 сот.","КП Старокупавинский кварталГорьковское шоссе, 24 км",7 дней назад
"Дом 120 м² на участке 4,5 сот.",4 545 000 ₽,120 м²,"4,5 сот.","с. КаменскоеКиевское шоссе, 57 км",1 неделю назад
Дача 80 м² на участке 10 сот.,1 500 000 ₽,80 м²,10 сот.,"СНТ АгатНоворязанское шоссе, 96 км",30 июля 12:29
Дом 120 м² на участке 4 сот.,5 945 000 ₽,120 м²,4 сот.,"д. МавриноКалужское шоссе, 37 км",28 июня 10:21
Дом 125 м² на участке 6 сот.,7 445 000 ₽,125 м²,6 сот.,"д. ЛыткиноПятницкое шоссе, 31 км",3 дня назад
"Дом 120 м² на участке 6,2 сот.",12 550 000 ₽,120 м²,"6,2 сот.","СНТ РефлексНосовихинское шоссе, 24 км",4 августа 12:12
"Дом 85 м² на участке 4,5 сот.",4 745 000 ₽,85 м²,"4,5 сот.","д. БалабановоДмитровское шоссе, 31 км",6 февраля 13:31
Дом 160 м² на участке 8 сот.,14 800 000 ₽,160 м²,8 сот.,"СелятиноКиевское шоссе, 36 км",4 июля 22:33
"Дом 63,3 м² на участке 8 сот.",3 300 000 ₽,"63,3 м²",8 сот.,"СНТ Медик-2Симферопольское шоссе, 50 км",25 февраля 18:16
"Коттедж 254 м² на участке 6,4 сот.",24 500 000 ₽,254 м²,"6,4 сот.","д. РоманцевоКалужское шоссе, 27 км",2 июля 19:06
"Дом 135 м² на участке 7,5 сот.",8 200 000 ₽,135 м²,"7,5 сот.","с. ПешковоСимферопольское шоссе, 52 км",7 марта 18:19
"Дом 190 м² на участке 10,3 сот.",16 500 000 ₽,190 м²,"10,3 сот.","КП Новая ЕвропаРязанское шоссе, 26 км",8 часов назад
Дом 105 м² на участке 6 сот.,14 500 000 ₽,105 м²,6 сот.,"АпрелевкаКиевское шоссе, 27 км",9 июня 14:41
Дом 160 м² на участке 6 сот.,15 689 000 ₽,160 м²,6 сот.,"Домодедово, коттеджный пос. Кузьминское ПаркНовокаширское шоссе, 38 км",9 октября 2024
Дача 120 м² на участке 16 сот.,3 200 000 ₽,120 м²,16 сот.,"ДНП Дубининские дачиЯрославское шоссе, 63 км",4 июля 10:13
Дом 80 м² на участке 6 сот.,3 600 000 ₽,80 м²,6 сот.,"садовое товарищество ВетеранГорьковское шоссе, 52 км",29 июля 16:08
Дача 80 м² на участке 8 сот.,2 150 000 ₽,80 м²,8 сот.,"СНТ Огонёк-3Новокаширское шоссе, 49 км",7 дней назад
"Дом 46,9 м² на участке 5 сот.",4 300 000 ₽,"46,9 м²",5 сот.,"д. ОбразцовоНовокаширское шоссе, 29 км",24 января 2024
"Дом 700 м² на участке 20,7 сот.",150 000 000 ₽,700 м²,"20,7 сот.","коттеджный пос. ГринфилдМинское шоссе, 25 км",3 дня назад
"Дача 52 м² на участке 2,1 сот.",3 650 000 ₽,52 м²,"2,1 сот.","пос. Государственного племенного завода Константиново,территория ОНТ Константиновец-1Новокаширское шоссе, 17 км",6 июня 17:12
Дача 50 м² на участке 6 сот.,1 500 000 ₽,50 м²,6 сот.,"СНТ СтанкоагрегатНосовихинское шоссе, 32 км",22 апреля 15:13
Дом 120 м² на участке 8 сот.,4 000 000 ₽,120 м²,8 сот.,"ВоскресенскНоворязанское шоссе, 59 км",4 июня 18:36
Дом 330 м² на участке 9 сот.,76 000 000 ₽,330 м²,9 сот.,"с. Усово, коттеджный пос. Усово 8Рублёво-Успенское шоссе, 11 км",10 марта 16:33
"Дача 30 м² на участке 6,2 сот.",750 000 ₽,30 м²,"6,2 сот.","садовое товарищество СулотьЯрославское шоссе, 86 км",22 августа 2024
Дом 45 м² на участке 30 сот.,2 100 000 ₽,45 м²,30 сот.,"д. СлотиноЯрославское шоссе, 63 км",6 июня 17:33
"Дом 180 м² на участке 9,9 сот.",18 999 000 ₽,180 м²,"9,9 сот.","Домодедово, территория Сиеста восточнаяНовокаширское шоссе, 27 км",25 января 17:17
Дом 800 м² на участке 16 сот.,34 900 000 ₽,800 м²,16 сот.,"ХимкиНовосходненское шоссе, 8 км",12 июня 2024
Дом 100 м² на участке 7 сот.,9 490 000 ₽,100 м²,7 сот.,"СолнечногорскПятницкое шоссе, 48 км",14 августа 2023
Дом 140 м² на участке 8 сот.,6 500 000 ₽,140 м²,8 сот.,"дачное некоммерческое партнёрство СпутникМинское шоссе, 83 км",2 мая 12:20
"Дом 85 м² на участке 3,7 сот.",3 745 000 ₽,85 м²,"3,7 сот.","д. ЛюбучаныСимферопольское шоссе, 36 км",2 апреля 2022
Дом 120 м² на участке 11 сот.,5 495 000 ₽,120 м²,11 сот.,"д. ШишиморовоМинское шоссе, 83 км",18 декабря 2024
"Дом 276 м² на участке 7,3 сот.",110 000 000 ₽,276 м²,"7,3 сот.","коттеджный пос. Миллениум ПаркМинское шоссе, 21 км",7 дней назад
Дом 50 м² на участке 9 сот.,2 990 000 ₽,50 м²,9 сот.,"СНТ ДружбаПятницкое шоссе, 45 км",31 июля 13:09
"Дом 110 м² на участке 8,1 сот.",14 500 000 ₽,110 м²,"8,1 сот.","ЛыткариноНоворязанское шоссе, 13 км",7 дней назад
"Дача 73,5 м² на участке 6,9 сот.",4 900 000 ₽,"73,5 м²","6,9 сот.","ПСК АидаМожайское шоссе, 42 км",7 апреля 17:19
Дача 24 м² на участке 6 сот.,2 250 000 ₽,24 м²,6 сот.,"садовое товарищество ДубраваРогачёвское шоссе, 35 км",7 июля 17:34
Дом 120 м² на участке 5 сот.,4 945 000 ₽,120 м²,5 сот.,"д. ПоповкаСимферопольское шоссе, 55 км",9 июля 14:22
"Дом 107,1 м² на участке 6 сот.",9 000 000 ₽,"107,1 м²",6 сот.,"д. ЕремеевоПятницкое шоссе, 26 км",13 июля 10:36
Дом 140 м² на участке 15 сот.,6 500 000 ₽,140 м²,15 сот.,"д. ПетрищевоНовокаширское шоссе, 54 км",23 мая 2024
Дом 700 м² на участке 18 сот.,190 000 000 ₽,700 м²,18 сот.,"пос. Горки-2, ПЖСК Лесной ПросторРублёво-Успенское шоссе, 16 км",10 марта 13:19
"Дом 63,3 м² на участке 8 сот.",3 300 000 ₽,"63,3 м²",8 сот.,"СНТ Медик-2Симферопольское шоссе, 50 км",25 февраля 18:16
"Коттедж 254 м² на участке 6,4 сот.",24 500 000 ₽,254 м²,"6,4 сот.","д. РоманцевоКалужское шоссе, 27 км",2 июля 19:06
"Дом 135 м² на участке 7,5 сот.",8 200 000 ₽,135 м²,"7,5 сот.","с. ПешковоСимферопольское шоссе, 52 км",7 марта 18:19
"Дом 190 м² на участке 10,3 сот.",16 500 000 ₽,190 м²,"10,3 сот.","КП Новая ЕвропаРязанское шоссе, 26 км",8 часов назад
Дом 105 м² на участке 6 сот.,14 500 000 ₽,105 м²,6 сот.,"АпрелевкаКиевское шоссе, 27 км",9 июня 14:41
Дом 160 м² на участке 6 сот.,15 689 000 ₽,160 м²,6 сот.,"Домодедово, коттеджный пос. Кузьминское ПаркНовокаширское шоссе, 38 км",9 октября 2024
Дача 120 м² на участке 16 сот.,3 200 000 ₽,120 м²,16 сот.,"ДНП Дубининские дачиЯрославское шоссе, 63 км",4 июля 10:13
Дом 80 м² на участке 6 сот.,3 600 000 ₽,80 м²,6 сот.,"садовое товарищество ВетеранГорьковское шоссе, 52 км",29 июля 16:08
Дача 80 м² на участке 8 сот.,2 150 000 ₽,80 м²,8 сот.,"СНТ Огонёк-3Новокаширское шоссе, 49 км",7 дней назад
"Дом 46,9 м² на участке 5 сот.",4 300 000 ₽,"46,9 м²",5 сот.,"д. ОбразцовоНовокаширское шоссе, 29 км",24 января 2024
"Дом 700 м² на участке 20,7 сот.",150 000 000 ₽,700 м²,"20,7 сот.","коттеджный пос. ГринфилдМинское шоссе, 25 км",3 дня назад
"Дача 52 м² на участке 2,1 сот.",3 650 000 ₽,52 м²,"2,1 сот.","пос. Государственного племенного завода Константиново,территория ОНТ Константиновец-1Новокаширское шоссе, 17 км",6 июня 17:12
Дача 50 м² на участке 6 сот.,1 500 000 ₽,50 м²,6 сот.,"СНТ СтанкоагрегатНосовихинское шоссе, 32 км",22 апреля 15:13
Дом 120 м² на участке 8 сот.,4 000 000 ₽,120 м²,8 сот.,"ВоскресенскНоворязанское шоссе, 59 км",4 июня 18:36
Дом 330 м² на участке 9 сот.,76 000 000 ₽,330 м²,9 сот.,"с. Усово, коттеджный пос. Усово 8Рублёво-Успенское шоссе, 11 км",10 марта 16:33
"Дача 30 м² на участке 6,2 сот.",750 000 ₽,30 м²,"6,2 сот.","садовое товарищество СулотьЯрославское шоссе, 86 км",22 августа 2024
Дом 45 м² на участке 30 сот.,2 100 000 ₽,45 м²,30 сот.,"д. СлотиноЯрославское шоссе, 63 км",6 июня 17:33
"Дом 180 м² на участке 9,9 сот.",18 999 000 ₽,180 м²,"9,9 сот.","Домодедово, территория Сиеста восточнаяНовокаширское шоссе, 27 км",25 января 17:17
